Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Point Lance;46.8261611;-54.085025;Town;Newfoundland and Labrador
Point Leamington;49.3198666;-55.4141;Town;Newfoundland and Labrador
Point May;46.9452555;-55.9358056;Town;Newfoundland and Labrador
Point of Bay;49.2770277;-55.2679083;Town;Newfoundland and Labrador
Pool's Cove;47.68255;-55.4343944;Town;Newfoundland and Labrador
Port Anson;49.5366639;-55.8520028;Town;Newfoundland and Labrador
Port au Choix;50.7050139;-57.3270028;Town;Newfoundland and Labrador
Port au Port East;48.5804306;-58.6711361;Town;Newfoundland and Labrador
Port au Port West-Aguathuna-Felix Cove;48.54625;-58.7731222;Town;Newfoundland and Labrador
Port Blandford;48.3414861;-54.1775472;Town;Newfoundland and Labrador
Port Hope Simpson;52.5433334;-56.2977778;Town;Newfoundland and Labrador
Port Kirwan;46.9822056;-52.9176361;Town;Newfoundland and Labrador
Port Rexton;48.3995278;-53.3245444;Town;Newfoundland and Labrador
Port Saunders;50.6620167;-57.2538723;Town;Newfoundland and Labrador
Portugal Cove South;46.7044445;-53.2561111;Town;Newfoundland and Labrador
Portugal Cove-St. Philip's;47.6254028;-52.8380222;Town;Newfoundland and Labrador
Pouch Cove;47.7464916;-52.7774333;Town;Newfoundland and Labrador
Quidi Vidi;47.5805555;-52.6777777;Neighbourhood;Newfoundland and Labrador
Raleigh;51.5588889;-55.7286111;Town;Newfoundland and Labrador
Ramea;47.5206972;-57.3944695;Town;Newfoundland and Labrador
Red Bay;51.7327778;-56.4277778;Town;Newfoundland and Labrador
Red Harbour;47.2927334;-55.002225;Town;Newfoundland and Labrador
Reidville;49.2595195;-57.3674916;Town;Newfoundland and Labrador
Rencontre East;47.6375;-55.215278;Town;Newfoundland and Labrador
Renews-Cappahayden;46.8980555;-52.9477778;Town;Newfoundland and Labrador
River of Ponds;50.5303944;-57.3829889;Town;Newfoundland and Labrador
Riverhead;46.9934694;-53.4833;Town;Newfoundland and Labrador
Robert's Arm;49.4766556;-55.8347694;Town;Newfoundland and Labrador
Rocky Harbour;49.5944445;-57.9194445;Town;Newfoundland and Labrador
Roddickton-Bide Arm;50.848557;-56.110637;Town;Newfoundland and Labrador
Rose Blanche-Harbour Le Cou;47.6210222;-58.6902471;Town;Newfoundland and Labrador
Ross Bay Junction;53.05;-66.1994444;Locality;Newfoundland and Labrador
Rushoon;47.3513028;-54.9201111;Town;Newfoundland and Labrador
Sally's Cove;49.7238667;-57.9310944;Town;Newfoundland and Labrador
Salmon Cove;47.7800306;-53.1732472;Town;Newfoundland and Labrador
Salvage;48.6732139;-53.6629333;Town;Newfoundland and Labrador
Sandringham;48.6589444;-53.8274778;Town;Newfoundland and Labrador
Sandy Cove;48.6475861;-53.7085834;Town;Newfoundland and Labrador
Savage Cove - Sandy Cove;51.330245;-56.684106;Town;Newfoundland and Labrador
Seal Cove;47.4847222;-56.0613889;Town;Newfoundland and Labrador
Seal Cove;49.93135;-56.373472;Town;Newfoundland and Labrador
Shea Heights;47.5436111;-52.7119445;Neighbourhood;Newfoundland and Labrador
Small Point-Adam's Cove-Blackhead-Broad Cove;47.847008;-53.127678;Town;Newfoundland and Labrador
South Brook;49.4029722;-56.089675;Town;Newfoundland and Labrador
South River;47.5320889;-53.2680833;Town;Newfoundland and Labrador
Southern Harbour;47.7223584;-53.9534666;Town;Newfoundland and Labrador
Spaniard's Bay;47.6180528;-53.3369778;Town;Newfoundland and Labrador
Springdale;49.5119027;-56.0642695;Town;Newfoundland and Labrador
St Barbe;51.1997222;-56.7772223;Neighbourhood;Newfoundland and Labrador
St. Alban's;47.877222;-55.849336;Town;Newfoundland and Labrador
St. Anthony;51.374936;-55.616405;Town;Newfoundland and Labrador
St. Bernard's-Jacques Fontaine;47.5195028;-54.9091917;Town;Newfoundland and Labrador
St. Brendan's;48.85805;-53.6660305;Town;Newfoundland and Labrador
St. Bride's;46.9208334;-54.1711111;Town;Newfoundland and Labrador
St. David's;48.2063889;-58.8655556;Neighbourhood;Newfoundland and Labrador
St. George's;48.4152861;-58.4943917;Town;Newfoundland and Labrador
St. Jacques-Coomb's Cove;47.4708222;-55.5418222;Town;Newfoundland and Labrador
St. John's;47.482197;-52.797069;City;Newfoundland and Labrador
St. Joseph's;47.09215;-53.5157889;Town;Newfoundland and Labrador
St. Julien's;51.093889;-55.743333;Locality;Newfoundland and Labrador
St. Lawrence;46.907917;-55.404514;Town;Newfoundland and Labrador
St. Lewis;52.3724528;-55.7012583;Town;Newfoundland and Labrador
St. Lunaire-Griquet;51.5205361;-55.4808889;Town;Newfoundland and Labrador
St. Mary's;46.9135056;-53.5317416;Town;Newfoundland and Labrador
St. Pauls;49.8636667;-57.8059806;Town;Newfoundland and Labrador
St. Shott's;46.632222;-53.586667;Town;Newfoundland and Labrador
St. Vincent's-St. Stephen's-Peter's River;46.7794278;-53.5835861;Town;Newfoundland and Labrador
Steady Brook;48.9583945;-57.8184528;Town;Newfoundland and Labrador
Stephenville;48.5476139;-58.5475556;Town;Newfoundland and Labrador
Stephenville Crossing;48.5288028;-58.4553583;Town;Newfoundland and Labrador
Summerford;49.4971028;-54.78295;Town;Newfoundland and Labrador
Sunnyside;47.8710584;-53.9124861;Town;Newfoundland and Labrador
Terra Nova;48.5025;-54.2144445;Town;Newfoundland and Labrador
Terrenceville;47.659956;-54.70693;Town;Newfoundland and Labrador
Tilt Cove;49.8861111;-55.6269444;Town;Newfoundland and Labrador
Torbay;47.6591278;-52.753175;Town;Newfoundland and Labrador
Traytown;48.6610639;-53.9783417;Town;Newfoundland and Labrador
Trepassey;46.746758;-53.363625;Town;Newfoundland and Labrador
Trinity;48.3754666;-53.3946583;Town;Newfoundland and Labrador
Trinity Bay North;48.501506;-53.081453;Town;Newfoundland and Labrador
Triton;49.518325;-55.619875;Town;Newfoundland and Labrador
Trout River;49.4739333;-58.1252917;Town;Newfoundland and Labrador
Twillingate;49.6443111;-54.7436166;Town;Newfoundland and Labrador
Upper Island Cove;47.6496972;-53.2235194;Town;Newfoundland and Labrador
Victoria;47.77125;-53.2380778;Town;Newfoundland and Labrador
Wabana;47.6394722;-52.9476666;Town;Newfoundland and Labrador
Wabush;52.872;-66.8909194;Town;Newfoundland and Labrador
West St. Modeste;51.5974333;-56.7218444;Town;Newfoundland and Labrador
Westport;49.7877889;-56.617525;Town;Newfoundland and Labrador
Whitbourne;47.4251083;-53.5417195;Town;Newfoundland and Labrador
Whiteway;47.683011;-53.451008;Town;Newfoundland and Labrador
Wiltondale;49.3952778;-57.6105556;Settlement;Newfoundland and Labrador
Windsor Heights;47.6116667;-52.8094445;Settlement;Newfoundland and Labrador
Winterland;47.1509833;-55.3142694;Town;Newfoundland and Labrador
Winterton;47.9528333;-53.3144861;Town;Newfoundland and Labrador
Witless Bay;47.2827139;-52.8220834;Town;Newfoundland and Labrador
Woodstock;49.9659111;-55.8915806;Town;Newfoundland and Labrador
Woody Point;49.49675;-57.9260389;Town;Newfoundland and Labrador
York Harbour;49.0609222;-58.3295722;Town;Newfoundland and Labrador
Aklavik;68.22;-135.0087;Hamlet;Northwest Territories
Behchoko;62.8273;-116.0582;Community Government;Northwest Territories
Deline;65.1897;-123.4244;Charter Community;Northwest Territories
Enterprise;60.5547;-116.1472;Hamlet;Northwest Territories
Fort Good Hope;66.257;-128.6377;Charter Community;Northwest Territories
Fort Liard;60.2392;-123.4752;Hamlet;Northwest Territories
Fort McPherson;67.4354;-134.8824;Hamlet;Northwest Territories
Fort Providence;61.3552;-117.6542;Hamlet;Northwest Territories
Fort Resolution;61.170988;-113.672053;Hamlet;Northwest Territories
Fort Simpson;61.8609;-121.3527;Village;Northwest Territories
Fort Smith;60.0053;-111.8829;Town;Northwest Territories
Gameti;64.1129;-117.3525;Community Government;Northwest Territories
Hay River;60.8097;-115.7898;Town;Northwest Territories
Inuvik;68.3609;-133.7297;Town;Northwest Territories
Norman Wells;65.2811;-126.8316;Town;Northwest Territories
Tsiigehtchic;67.4424;-133.7424;Charter Community;Northwest Territories
Tuktoyaktuk;69.4509;-133.0358;Hamlet;Northwest Territories
Tulita;64.9006;-125.5763;Hamlet;Northwest Territories
Wekweeti;64.1892;-114.1861;Community Government;Northwest Territories
Whati;63.1449;-117.2743;Community Government;Northwest Territories
Wrigley;63.2268;-123.4667;Settlement;Northwest Territories
Yellowknife;62.4536;-114.37;City;Northwest Territories
Amherst;45.833392;-64.212968;Town;Nova Scotia
Annapolis Royal;44.743729;-65.518907;Town;Nova Scotia
Antigonish;45.622765;-61.991581;Town;Nova Scotia
Aylesford;45.028157;-64.836462;Village;Nova Scotia
Baddeck;46.100104;-60.753744;Village;Nova Scotia
Bayers Settlement;44.749722;-63.148889;Dispersed Rural Community;Nova Scotia
Berwick;45.045743;-64.736095;Town;Nova Scotia
Bible Hill;45.3761;-63.258222;Village;Nova Scotia
Bridgetown;44.841582;-65.291209;Community;Nova Scotia
Bridgewater;44.377498;-64.518605;Town;Nova Scotia
Burnside;44.701754;-63.600507;Dispersed Rural Community;Nova Scotia
Caledonia;44.374926;-65.03114;Community;Nova Scotia
Canning;45.157366;-64.420524;Village;Nova Scotia
Cherry Brook;44.709662;-63.479253;Dispersed Rural Community;Nova Scotia
Cherryfield Road;44.660846;-64.803578;Dispersed Rural Community;Nova Scotia
Chester;44.541408;-64.242544;Village;Nova Scotia
Cheticamp;46.629589;-61.012862;Community;Nova Scotia
Clark's Harbour;43.442634;-65.629012;Town;Nova Scotia
Cornwallis Square;45.073268;-64.669889;Village;Nova Scotia
Dartmouth;44.670036;-63.577577;Metropolitan Area;Nova Scotia
Digby;44.620795;-65.758442;Town;Nova Scotia
Dover;45.286451;-61.046551;Village;Nova Scotia
Earltown;45.577463;-63.137586;Community;Nova Scotia
East Quinan;43.926951;-65.80762;Dispersed Rural Community;Nova Scotia
Economy;45.384731;-63.914465;Community;Nova Scotia
Fall River West;44.807953;-63.63949;Dispersed Rural Community;Nova Scotia
Freeport;44.279815;-66.321697;Village;Nova Scotia
Glace Bay;46.194975;-59.955708;Community;Nova Scotia
Glen Moir;44.718665;-63.68074;Dispersed Rural Community;Nova Scotia
Grand Lake;44.892195;-63.591517;Dispersed Rural Community;Nova Scotia
Greenhead Road;44.634735;-63.701256;Dispersed Rural Community;Nova Scotia
Greenwood;44.968923;-64.938631;Village;Nova Scotia
Greenwood Heights;44.652592;-63.737046;Suburban Community;Nova Scotia
Guysborough;45.391322;-61.497953;Community;Nova Scotia
Halifax;44.647401;-63.590651;Metropolitan Area;Nova Scotia
Hammonds Plains Road;44.728805;-63.749641;Dispersed Rural Community;Nova Scotia
Havre Boucher;45.680697;-61.530657;Village;Nova Scotia
Hebbville;44.357391;-64.538469;Village;Nova Scotia
Humber Park;44.702772;-63.497937;Dispersed Rural Community;Nova Scotia
Ingonish;46.691905;-60.367833;Community;Nova Scotia
Inverness;46.230157;-61.306461;Community;Nova Scotia
Keeble;45.695563;-63.183921;Dispersed Rural Community;Nova Scotia
Kentville;45.077707;-64.495306;Town;Nova Scotia
Killarney;44.725995;-63.693903;Dispersed Rural Community;Nova Scotia
Kingston;44.987141;-64.949971;Village;Nova Scotia
LaHave Islands;44.2238889;-64.3572222;Dispersed Rural Community;Nova Scotia
Lawrencetown;44.882197;-65.158668;Village;Nova Scotia
Liscomb;45.024898;-61.999713;Community;Nova Scotia
Lochview Road;44.825056;-63.615234;Dispersed Rural Community;Nova Scotia
Lockeport;43.698733;-65.113322;Town;Nova Scotia
Lower Sackville;44.760695;-63.672213;Dispersed Rural Community;Nova Scotia
Lunenburg;44.377896;-64.309529;Town;Nova Scotia
Mahone Bay;44.446707;-64.377989;Town;Nova Scotia
Maitland;45.318016;-63.49746;Community;Nova Scotia
Malagash;45.772227;-63.376954;Dispersed Rural Community;Nova Scotia
Margaree;46.397142;-61.074805;Community;Nova Scotia
Masons Point;44.668609;-63.914838;Dispersed Rural Community;Nova Scotia
McNabs Island;44.619629;-63.537297;Dispersed Rural Community;Nova Scotia
Meaghers Grant;44.934865;-63.234674;Community;Nova Scotia
Meat Cove;47.023849;-60.560168;Community;Nova Scotia
Meisners Section;44.598333;-64.770833;Dispersed Rural Community;Nova Scotia
Middle East Pubnico;43.644638;-65.765171;Dispersed Rural Community;Nova Scotia
Middle Sackville;44.776444;-63.696046;Dispersed Rural Community;Nova Scotia
Middleton;44.942577;-65.068193;Town;Nova Scotia
Milford Station;45.040799;-63.436356;Locality;Nova Scotia
Mill Brook;45.666095;-63.378154;Dispersed Rural Community;Nova Scotia
Millview;44.709339;-63.670346;Dispersed Rural Community;Nova Scotia
Mount Uniacke;44.892004;-63.829272;Community;Nova Scotia
Mulgrave;45.612156;-61.391725;Town;Nova Scotia
Murrays Siding;45.369987;-63.214516;Dispersed Rural Community;Nova Scotia
Musquodoboit Harbour;44.787246;-63.148102;Community;Nova Scotia
New Glasgow;45.589332;-62.64479;Town;Nova Scotia
New Minas;45.067858;-64.460234;Village;Nova Scotia
New Ross;44.736981;-64.456687;Community;Nova Scotia
North Shore;46.409106;-60.481024;Dispersed Rural Community;Nova Scotia
Oakhill;44.395042;-64.504788;Dispersed Rural Community;Nova Scotia
Owls Head Harbour;44.736237;-62.83279;Dispersed Rural Community;Nova Scotia
Oxford;45.736322;-63.867292;Town;Nova Scotia
Parkdale;44.643277;-63.710417;Suburban Community;Nova Scotia
Parrsboro;45.405548;-64.325945;Town;Nova Scotia
Pereau;45.175872;-64.40127;Dispersed Rural Community;Nova Scotia
Petite Riviere Bridge;44.233457;-64.447088;Dispersed Rural Community;Nova Scotia
Pictou;45.676017;-62.708861;Town;Nova Scotia
Port Hawkesbury;45.616462;-61.356262;Town;Nova Scotia
Port Williams;45.097969;-64.40999;Village;Nova Scotia
Porter;44.740749;-63.287114;Dispersed Rural Community;Nova Scotia
Portobello;44.739283;-63.550517;Dispersed Rural Community;Nova Scotia
Pugwash;45.850092;-63.660303;Village;Nova Scotia
River Hebert;45.69028;-64.378037;Village;Nova Scotia
Sable River West;43.834236;-65.059187;Dispersed Rural Community;Nova Scotia
Scotsburn;45.651347;-62.853673;Community;Nova Scotia
Shannon Park;44.681486;-63.603811;Suburban Community;Nova Scotia
Sheet Harbour;44.923333;-62.537304;Community;Nova Scotia
Shelburne;43.763215;-65.323507;Town;Nova Scotia
Sheldrake Lake;44.673364;-63.792863;Dispersed Rural Community;Nova Scotia
South East Passage;44.598004;-63.461548;Dispersed Rural Community;Nova Scotia
South Quinan;43.919107;-65.799653;Dispersed Rural Community;Nova Scotia
Springhill;45.650675;-64.056904;Community;Nova Scotia
St. Peter's;45.6562;-60.875166;Village;Nova Scotia
Steam Mill Village;45.109649;-64.513904;Dispersed Rural Community;Nova Scotia
Stellarton;45.559373;-62.659856;Town;Nova Scotia
Stewiacke;45.138517;-63.346097;Town;Nova Scotia
Sydney;46.137925;-60.195727;Metropolitan Area;Nova Scotia
Tantallon;44.659835;-63.902757;Community;Nova Scotia
Tatamagouche;45.71214;-63.291092;Village;Nova Scotia
Tidnish;45.993665;-64.00949;Dispersed Rural Community;Nova Scotia
Tiverton;44.392873;-66.212844;Village;Nova Scotia
Trafalgar;45.288299;-62.659654;Community;Nova Scotia
Trenton;45.61052;-62.639371;Town;Nova Scotia
Truro;45.364959;-63.279847;Town;Nova Scotia
Upper Pereau;45.186829;-64.4052;Dispersed Rural Community;Nova Scotia
Upper Rawdon;45.067867;-63.711667;Community;Nova Scotia
Upper Sackville;44.796149;-63.730859;Dispersed Rural Community;Nova Scotia
Waldeck;44.626225;-65.637668;Dispersed Rural Community;Nova Scotia
Wallace Heights;44.687843;-63.610033;Suburban Community;Nova Scotia
Westport;44.263923;-66.350102;Village;Nova Scotia
Westville;45.55632;-62.715396;Town;Nova Scotia
Weymouth;44.411467;-65.995755;Village;Nova Scotia
Whycocomagh Reserve;45.966214;-61.133764;Dispersed Rural Community;Nova Scotia
Windsor;44.99287;-64.135677;Town;Nova Scotia
Wolfville;45.091713;-64.359242;Town;Nova Scotia
Yarmouth;43.838654;-66.115223;Town;Nova Scotia
Yarmouth Bar;43.81848;-66.147683;Dispersed Rural Community;Nova Scotia
Ajax;43.85821;-79.03635;Town;Ontario
Amherstburg;42.1172222;-83.0441666;Town;Ontario
Arnprior;45.4347223;-76.3580556;Town;Ontario
Atikokan;48.7583334;-91.6133333;Suburban Community;Ontario
Aurora;43.99763;-79.46988;Town;Ontario
Aylmer;42.78257;-80.98261;Town;Ontario
Bancroft;45.055;-77.7577778;Town;Ontario
Barrie;44.37124;-79.67697;City;Ontario
Belleville;44.2566666;-77.3697222;City;Ontario
Blind River;46.30227;-82.87795;Town;Ontario
Blue Mountains;44.4780556;-80.4013889;Town;Ontario
Bluewater;43.47673;-81.60291;Town;Ontario
Bracebridge;45.0263889;-79.19;Town;Ontario
Bradford West Gwillimbury;44.13737;-79.61731;Town;Ontario
Brampton;43.6883334;-79.7608333;City;Ontario
Brantford;43.1569444;-80.2575;City;Ontario
Brighton;44.1222222;-77.7641667;Town;Ontario
Brockville;44.59733;-75.6855;City;Ontario
Bruce Mines;46.301;-83.79467;Town;Ontario
Burk's Falls;45.6292;-79.40317;Village;Ontario
Burlington;43.37006;-79.81403;City;Ontario
Caledon;43.86605;-79.85901;Town;Ontario
Cambridge;43.397222;-80.311389;City;Ontario
Carleton Place;45.1380555;-76.1422222;Town;Ontario
Casselman;45.31149;-75.08573;Village;Ontario
Chapleau;47.84385;-83.4004;Compact Rural Community;Ontario
Charlton and Dack;47.7961111;-79.9533333;Municipality;Ontario
Chatham-Kent;42.43396;-82.12876;City;Ontario
Clarence-Rockland;45.48809;-75.21489;City;Ontario
Clarington;43.9947222;-78.675;Municipality;Ontario
Cobalt;47.3991667;-79.6805556;Town;Ontario
Cobourg;43.9630555;-78.1647223;Town;Ontario
Cochrane;49.1747223;-81.0630555;Town;Ontario
Collingwood;44.5014;-80.24071;Town;Ontario
Cornwall;45.0263889;-74.7263889;City;Ontario
County of Brant;43.1391667;-80.2813889;City;Ontario
Deep River;46.0502777;-77.4177778;Town;Ontario
Deseronto;44.19657;-77.05095;Town;Ontario
Dryden;49.7833333;-92.7652777;City;Ontario
East Gwillimbury;44.1391667;-79.4238889;Town;Ontario
Elliot Lake;46.3811111;-82.6572222;City;Ontario
Englehart;47.8232;-79.87352;Town;Ontario
Erin;43.7425;-80.1241666;Town;Ontario
Espanola;46.242;-81.75733;Town;Ontario
Essex;42.0941666;-82.9008333;Town;Ontario
Fort Erie;42.92261;-79.022;Town;Ontario
Fort Frances;48.6125;-93.393889;Town;Ontario
French River;46.1422221;-80.4813889;Town;Ontario
Gananoque;44.33212;-76.16116;Separated Town;Ontario
Georgina;44.280555;-79.324444;Town;Ontario
Goderich;43.73813;-81.70455;Town;Ontario
Gore Bay;45.9161111;-82.4647222;Town;Ontario
Grand Sudbury;46.57789;-81.06958;City;Ontario
Gravenhurst;44.8686111;-79.3394445;Town;Ontario
Greater Napanee;44.2375;-76.9686111;Town;Ontario
Greater Sudbury;46.57789;-81.06958;City;Ontario
Greenstone;49.7608334;-87.2858333;Town;Ontario
Grimsby;43.18584;-79.57266;Town;Ontario
Guelph;43.53571;-80.229;City;Ontario
Haldimand County;42.986111;-79.853333;Town;Ontario
Halton Hills;43.6269445;-79.9513889;Town;Ontario
Hamilton;43.242778;-79.989444;City;Ontario
Hanover;44.1544445;-81.0233334;Town;Ontario
Hawkesbury;45.60826;-74.60179;Town;Ontario
Hearst;49.6869445;-83.6544445;Town;Ontario
Hilton Beach;46.2569445;-83.8930555;Village;Ontario
Huntsville;45.31098;-79.27733;Town;Ontario
Huron East;43.62506;-81.28456;Town;Ontario
Ignace;49.41217;-91.65512;Compact Rural Community;Ontario
Ingersoll;43.04062;-80.87399;Town;Ontario
Innisfil;44.27462;-79.618;Town;Ontario
Iroquois Falls;48.7663889;-80.6813889;Town;Ontario
Kapuskasing;49.4152778;-82.4169445;Town;Ontario
